model,launchDate,numCores,numThreads,baseClock,maxboostClock,allCoreBoostSpeed,L1Cache,L2Cache,L3Cache,processTech,PCIeVersion,PCIeLanes,defaultTDP,configTDP,tjMax,sysMemType,sysMemSpecs,memChannels,perSocketMemBW,graphicsCores,graphicsFreq,unlocked,platform,cpuSocket,socketCount,family,line,graphicsModel,thermalSolution
7th Gen A12-9700P APU,2016,4,,2.5,3.4,,,2,,28,,,15,12-15,90,DDR4,1866,2,,6,758,No,Laptop,FP4,,AMD A-Series Processors,AMD A12-Series APU for Laptops,AMD Radeon™ R7 Graphics,
460,,3,3,3.4,,,384,1.5,,,,,95,,75,DDR3,,,,,,No,Desktop,AM3,,AMD Athlon™ Processors,AMD Athlon™ II X3,,
555,,2,2,3.2,,,,1,,,,,80,,,,,,,,,Yes,Desktop,AM3,,AMD Phenom™,AMD Phenom™ II X2 Black,,
565,,2,2,3.4,,,256,1,6,,,,80,,70,DDR3,,,,,,Yes,Desktop,AM3,,AMD Phenom™,AMD Phenom™ II X2,,
565,,2,2,3.4,,,0,1,,45,,,80,,,,,,,,,Yes,Desktop,AM3,,AMD Phenom™,AMD Phenom™ II X2 Black,,
570,,2,2,4,,,,,6,,,,80,,,DDR3,,,,,,Yes,Desktop,AM3,,AMD Phenom™,AMD Phenom™ II X2 Black,,
631,,4,4,2.6,,,,4,,32,,,100,,70.1,,,,,,,No,Desktop,FM1 uPGA,,AMD Athlon™ Processors,AMD Athlon™ II X4,,
631,,4,4,2.6,,,,4,,32,,,65,,,,,,,,,No,Desktop,FM1 uPGA,,AMD Athlon™ Processors,AMD Athlon™ II X4,,
638,,4,4,2.7,,,512,4,,32,,,65,,70.1,,,,,,,No,Desktop,FM1 uPGA,,AMD Athlon™ Processors,AMD Athlon™ II X4,,
641,,4,4,2.8,,,512,4,,32,,,100,,70.1,,,,,,,No,Desktop,FM1 uPGA,,AMD Athlon™ Processors,AMD Athlon™ II X4,,
740,,4,4,3.2,3.7,,,4,,32,,,65,,,,,,,,,No,Desktop,FM2,,AMD Athlon™ Processors,AMD Athlon™ X4,,
750,,4,,3.4,4,,192,4,,,,,65,,71.3,DDR3,1866,2,,,,No,Desktop,FM2,,AMD Athlon™ Processors,AMD Athlon™ X4,,
840,,4,4,3.2,,,512,2,,,,,95,,71,DDR3,,,,,,No,Desktop,AM3,,AMD Phenom™,AMD Phenom™ II X4,,
850,,4,4,3.3,,,512,2,,,,,95,,,,,,,,,No,Desktop,AM3,,AMD Phenom™,AMD Phenom™ II X4,,
965,,4,4,3.4,,,,2,,,,,80,,,,,,,,,Yes,Desktop,AM3,,AMD Phenom™,AMD Phenom™ II X4 Black,,
975,,4,4,3.6,,,512,2,6,45,,,125,,62,DDR3,,,,,,Yes,Desktop,AM3,,AMD Phenom™,AMD Phenom™ II X4 Black,,
980,,4,4,3.7,,,512,2,6,,,,125,,,DDR3,,,,,,Yes,Desktop,AM3,,AMD Phenom™,AMD Phenom™ II X4 Black,,
3280,,8,8,2.4,3.4,,384,8,8,32,,,65,,61.1,DDR3,2000,,,,,No,Server,AM3+,,AMD Opteron™,AMD Opteron™ 3200 Series Processor,,
3365,,8,8,2.3,3.3,,384,8,8,32,,,65,,70.3,DDR3,2000,,,,,No,Server,AM3+,,AMD Opteron™,AMD Opteron™ 3300 Series Processor,,
3380,,8,8,2.6,3.6,,384,8,8,32,,,65,,70.3,DDR3,2000,,,,,No,Server,AM3+,,AMD Opteron™,AMD Opteron™ 3300 Series Processor,,
4226,,6,6,2.7,3.1,,288,6,8,32,,,95,,70.5,DDR3,2000,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4200 Series Processor,,
4234,,6,6,3.1,3.5,,288,6,8,32,,,95,,70.5,DDR3,2200,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4200 Series Processor,,
4238,,6,6,3.3,3.7,,288,6,8,32,,,95,,70.5,DDR3,2200,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4200 Series Processor,,
4240,,6,6,3.4,3.8,,288,6,8,32,,,95,,70.5,DDR3,,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4200 Series Processor,,
4280,,8,8,2.8,2.2,,384,8,8,32,,,95,,70.5,DDR3,2200,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4200 Series Processor,,
4284,,8,8,3,3.7,,384,8,8,32,,,95,,70.5,DDR3,2200,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4200 Series Processor,,
4334,,6,6,3.1,3.5,,288,6,8,32,,,95,,67.7,DDR3,2000,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4300 Series Processor,,
4340,,6,6,3.5,3.8,,288,6,8,32,,,95,,67.7,DDR3,2200,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4300 Series Processor,,
4365,,8,8,2,2.8,,384,8,8,32,,,40,,70,DDR3,1600,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4300 Series Processor,,
4386,,8,8,3.1,3.8,,384,8,8,32,,,95,,70.5,DDR3,2200,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4300 Series Processor,,
6140,,8,8,2.6,,,1024,4,12,,,,115,,69,DDR3,1800,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6100 Series Processor,,
6176,,12,12,2.3,,,1536,6,12,,,,115,,69,DDR3,1800,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6100 Series Processor,,
6204,,4,4,3.3,,,512,4,16,32,,,115,,74.4,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6200 Series Processor,,
6212,,8,8,2.6,3.2,,384,8,16,32,,,115,,71.7,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6200 Series Processor,,
6220,,8,8,3,3.6,,384,8,16,32,,,115,,71.7,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6200 Series Processor,,
6234,,12,12,2.4,3,,576,12,16,32,,,115,,70.4,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6200 Series Processor,,
6238,,12,12,2.6,3.2,,576,12,16,32,,,115,,70.4,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6200 Series Processor,,
6272,,16,16,2.1,3,,768,16,16,32,,,115,,69,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6200 Series Processor,,
6274,,16,16,2.2,3.1,,768,16,16,32,,,115,,69,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6200 Series Processor,,
6276,,16,16,2.3,3.2,,768,16,16,32,,,115,,69,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6200 Series Processor,,
6278,,16,16,2.4,3.3,,768,16,16,32,,,115,,69,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6200 Series Processor,,
6308,,4,4,3.5,,,192,4,16,32,,,115,,74.4,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6300 Series Processor,,
6320,,8,8,2.8,3.3,,384,8,16,32,,,115,,71.7,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6300 Series Processor,,
6328,,8,8,3.2,3.8,,384,8,16,32,,,115,,71.7,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6300 Series Processor,,
6344,,12,12,2.6,2,,576,12,16,32,,,115,,70.4,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6300 Series Processor,,
6348,,12,12,2.8,3.4,,576,12,16,32,,,115,,70.4,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6300 Series Processor,,
6376,,16,16,2.3,2,,768,16,16,32,,,115,,69,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6300 Series Processor,,
6378,,16,16,2.4,3.3,,768,16,16,32,,,115,,69,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6300 Series Processor,,
6380,,16,16,2.5,3.4,,768,16,16,32,,,115,,69,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6300 Series Processor,,
1045T,,,,2.7,3.2,,768,3,6,,,,95,,71,,,,,,,No,Desktop,AM3,,AMD Phenom™,AMD Phenom™ II X6,,
1075T,,6,6,3.5,,,768,3,6,,,,95,,,DDR3,,,,,,No,Desktop,AM3,,AMD Phenom™,AMD Phenom™ II X6,,
255e,,2,2,3.1,,,256,2,,,,,45,,72,DDR3,,,,,,No,Desktop,AM3,,AMD Athlon™ Processors,AMD Athlon™ II X2,,
2800+,,,,0.056,,,,,,65,,,45,,70,,,,,,,No,Desktop,939,,AMD Sempron™,AMD Sempron™,,
3250 HE,,,,2.5,3.5,,192,4,4,32,,,45,,,DDR3,2000,,,,,No,Server,AM3+,,AMD Opteron™,AMD Opteron™ 3200 Series Processor,,
3260 HE,,4,4,2.7,3.7,,192,4,4,32,,,45,,61.1,DDR3,2000,,,,,No,Server,AM3+,,AMD Opteron™,AMD Opteron™ 3200 Series Processor,,
3320 EE,,4,4,1.9,2.5,,192,4,8,32,,,25,,70,DDR3,1400,,,,,No,Server,AM3+,,AMD Opteron™,AMD Opteron™ 3300 Series Processor,,
3350 HE,,4,4,2.8,3.8,,192,4,8,32,,,45,,69.1,DDR3,2000,,,,,No,Server,AM3+,,AMD Opteron™,AMD Opteron™ 3300 Series Processor,,
4228 HE,,6,6,2.8,3.6,,288,6,8,32,,,65,,68,DDR3,2000,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4200 Series Processor,,
4230 HE,,6,6,2.9,3.7,,288,6,8,32,,,65,,68,DDR3,2000,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4200 Series Processor,,
4256 EE,,8,8,1.6,2.8,,384,8,8,32,,,35,,64,DDR3,1600,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4200 Series Processor,,
425e,,3,3,2.7,,,384,1.5,,,,,45,,,DDR3,,,,,,No,Desktop,AM3,,AMD Athlon™ Processors,AMD Athlon™ II X3,,
4274 HE,,8,8,2.5,3.5,,384,8,8,32,,,65,,68,DDR3,2000,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4200 Series Processor,,
4276 HE,,8,8,2.6,3.6,,384,8,8,32,,,65,,68,DDR3,2000,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4200 Series Processor,,
4310 EE,,6,6,2.2,3,,192,4,8,32,,,35,,85,DDR3,1600,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4300 Series Processor,,
4332 HE,,6,6,3,3.7,,288,6,8,32,,,65,,68,DDR3,2000,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4300 Series Processor,,
4376 HE,,8,8,2.6,3.6,,384,8,8,32,,,65,,68,DDR3,2000,,,,,No,Server,C32,,AMD Opteron™,AMD Opteron™ 4300 Series Processor,,
6132 HE,,8,8,2.2,,,1024,4,12,,,,85,,66,DDR3,1800,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6100 Series Processor,,
6166 HE,,12,12,1.8,,,1536,6,12,,,,85,,69,DDR3,1800,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6100 Series Processor,,
6180 SE,,12,12,2.5,,,1536,6,12,,,,140,,64,DDR3,1800,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6100 Series Processor,,
620e,,4,4,2.7,,,,,,,,,45,,,DDR3,,,,,,No,Desktop,AM3,,AMD Athlon™ Processors,AMD Athlon™ II X4,,
6262 HE,,16,16,1.6,2.9,,768,16,16,32,,,85,,65,DDR3,1800,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6200 Series Processor,,
6282 SE,,16,16,2.6,3.3,,768,16,16,32,,,140,,64.4,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6200 Series Processor,,
6284 SE,,16,16,2.7,3.4,,768,16,16,32,,,140,,64.4,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6200 Series Processor,,
6338P,,12,12,2.3,2.8,,48,12,16,32,,,99,,69,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6300 Series Processor,,
6366 HE,,16,16,1.8,3.1,,768,16,16,32,,,85,,65,DDR3,1800,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6300 Series Processor,,
6370P,,16,16,2,2.5,,48,16,16,32,,,99,,69,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6300 Series Processor,,
6386 SE,,16,16,2.8,3.5,,48,16,16,32,,,140,,64.4,DDR3,2000,,,,,No,Server,G34,,AMD Opteron™,AMD Opteron™ 6300 Series Processor,,
6th Gen A10-8700P APU,,4,4,1.8,3.2,,,2,,28,,,15,,90,DDR3,2133,2,,6,800,No,Laptop,FP4,,AMD A-Series Processors,AMD A10-Series APU for Laptops,AMD Radeon™ R6 Graphics,
6th Gen A8-8600P APU,,4,4,1.6,3,,,2,,28,,,15,,90,DDR3,2133,2,,6,720,No,Laptop,FP4,,AMD A-Series Processors,AMD A8-Series APU for Laptops,AMD Radeon™ R6 Graphics,
6th Gen AMD PRO A10-8700B APU,,4,4,1.8,3.2,,,2,,28,,,15,,,DDR3L,2133,2,,6,800,No,Laptop,FP4,,AMD PRO A-Series Processors,AMD PRO A-Series A10 APU for Laptops,AMD Radeon™ R6 Graphics,
6th Gen AMD PRO A10-8750B APU,,4,4,3.6,4,,,4,,28,,,65,45-65,71.3,DDR3,2133,2,,8,757,No,Desktop,FM2+,,AMD PRO A-Series Processors,AMD PRO A-Series A10 APU for Desktops,AMD Radeon™ R7 Graphics,
6th Gen AMD PRO A10-8850B APU,,4,4,3.9,4.1,,,4,,28,,,95,,72.4,DDR3,2133,2,,8,800,No,Desktop,FM2+,,AMD PRO A-Series Processors,AMD PRO A-Series A10 APU for Desktops,AMD Radeon™ R7 Graphics,
6th Gen AMD PRO A12-8800B APU,,4,4,2.1,3.4,,,2,,28,,,15,,,DDR3L,2133,2,,8,800,No,Laptop,FP4,,AMD PRO A-Series Processors,AMD PRO A-Series A12 APU for Laptops,AMD Radeon™ R7 Graphics,
6th Gen AMD PRO A12-8870E APU,,4,,2.9,3.8,,,2,,28,3.0,,35,,,DDR4,2400,2,,8,900,No,Desktop,AM4,,AMD PRO A-Series Processors,AMD PRO A-Series A12 APU for Desktops,R7,
6th Gen AMD PRO A4-8350B APU,,2,2,3.5,3.9,,,1,,28,,,65,45-65,71.3,DDR3,1866,2,,4,757,No,Desktop,FM2+,,AMD PRO A-Series Processors,AMD PRO A-Series A4 APU for Desktops,AMD Radeon™ R5 Graphics,
6th Gen AMD PRO A6-8500B APU,,2,4,1.6,3,,,1,,28,,,15,,,DDR3L,1600,2,,4,800,No,Laptop,FP4,,AMD PRO A-Series Processors,AMD PRO A-Series A6 APU for Laptops,AMD Radeon™ R5 Graphics,
6th Gen AMD PRO A6-8550B APU,,2,2,3.7,4,,,1,,28,,,65,45-65,71.3,DDR3,2133,2,,4,800,No,Desktop,FM2+,,AMD PRO A-Series Processors,AMD PRO A-Series A6 APU for Desktops,AMD Radeon™ R5 Graphics,
6th Gen AMD PRO A6-8570 APU,,2,,3.5,3.8,,,1,,28,3.0,,65,,,DDR4,2400,2,,6,1029,No,Desktop,AM4,,AMD PRO A-Series Processors,AMD PRO A-Series A6 APU for Desktops,R5,
6th Gen AMD PRO A6-8570E APU,,2,,3,3.4,,,1,,28,3.0,,35,,,DDR4,2400,2,,4,800,No,Desktop,AM4,,AMD PRO A-Series Processors,AMD PRO A-Series A6 APU for Desktops,R5,
6th Gen AMD PRO A8-8600B APU,,4,4,1.6,3,,,2,,28,,,15,,,DDR3L,2133,2,,6,720,No,Laptop,FP4,,AMD PRO A-Series Processors,AMD PRO A-Series A8 APU for Laptops,AMD Radeon™ R6 Graphics,
6th Gen AMD PRO A8-8650B APU,,4,4,3.2,3.9,,,4,,28,,,65,45-65,71.3,DDR3,2133,2,,6,757,No,Desktop,FM2+,,AMD PRO A-Series Processors,AMD PRO A-Series A8 APU for Desktops,AMD Radeon™ R7 Graphics,
6th Gen FX-8800P APU,,4,4,2.1,3.4,,,2,,28,,,15,,90,DDR3,2133,2,,8,800,No,Laptop,FP4,,AMD FX-Series Processors,AMD FX-Series Processors for Laptops,AMD Radeon™ R7 Graphics,
750K,,4,4,3.4,4,,,4,,32,,,100,,,,,,,,,No,Desktop,FM2,,AMD Athlon™ Processors,AMD Athlon™ X4,,
760K,,4,4,3.8,4.1,,,4,,32,,,100,,,,,,,,,Yes,Desktop,FM2,,AMD Athlon™ Processors,AMD Athlon™ X4,,
7th Gen A4-9120C APU,,2,2,1.6,2.4,,160,1,,28,,,6,,90,,1866,1,,3,600,No,Laptop,FT4,,AMD A-Series Processors,AMD A4-Series APU for Laptops,Radeon™ R4 Graphics,
7th Gen A6-9220C APU,,2,2,1.8,2.7,,160,1,,28,,,6,,90,,1866,1,,3,720,No,Laptop,FT4,,AMD A-Series Processors,AMD A6-Series APU for Laptops,Radeon™ R5 Graphics,
845 with Near Silent Thermal Solution,,4,4,3.5,3.8,,,2,,28,3.0,,,,71.3,DDR3,2133,2,,,,No,Desktop,FM2+,,AMD Athlon™ Processors,AMD Athlon™ X4,,Near Silent 95W
860K,,4,4,3.7,4,,128,4,,28,3.0,,95,,72.4,DDR3,2133,2,,,,Yes,Desktop,FM2+,,AMD Athlon™ Processors,AMD Athlon™ X4,,
860K with Near Silent Thermal Solution,,4,4,3.7,4,,128,4,,28,3.0,,95,,72.4,DDR3,2133,2,,,,Yes,Desktop,FM2+,,AMD Athlon™ Processors,AMD Athlon™ X4,,Near Silent 95W
870K with Near Silent Thermal Solution,,4,4,3.9,4.1,,128,4,,28,3.0,,95,,72.4,DDR3,2133,2,,,,Yes,Desktop,FM2+,,AMD Athlon™ Processors,AMD Athlon™ X4,,Near Silent 95W
880K with Near Silent Thermal Solution,,4,,4,4.2,,256,4,,28,,,95,,72.4,DDR3,2133,2,,,,Yes,Desktop,FM2+,,AMD Athlon™ Processors,AMD Athlon™ X4,,Near Silent 125W
960T,,4,4,3,3.4,,512,0.5,,,,,95,,71,,,,,,,Yes,Desktop,AM3,,AMD Phenom™,AMD Phenom™ II X4 Black,,
A10 Micro-6700T with Radeon™ R6 Graphics,,4,4,2.2,,,,2,,28,,,4.5,,,DDR3L,1333,1,,,,No,Laptop,FT3b,,AMD A-Series Processors,AMD A10-Series APU for Laptops,AMD Radeon™ R6 Graphics,
A10 PRO-7350B with Radeon™ R6 Graphics,,4,4,2.1,3.3,,,4,,28,,,19,,,DDR3L,1600,2,,6,553,No,Laptop,FP3,,AMD PRO A-Series Processors,AMD PRO A-Series A10 APU for Laptops,AMD Radeon™ R6 Graphics,
A10 PRO-7800B with Radeon™ R7 Graphics,,4,4,3.5,3.9,,256,4,,28,,,65,35-65,71.3,DDR3,2133,2,,8,720,No,Desktop,FM2+,,AMD PRO A-Series Processors,AMD PRO A-Series A10 APU for Desktops,AMD Radeon™ R7 Graphics,
A10 PRO-7850B with Radeon™ R7 Graphics,,4,4,3.7,4,,256,4,,28,,,95,,72.4,DDR3,2133,2,,8,720,No,Desktop,FM2+,,AMD PRO A-Series Processors,AMD PRO A-Series A10 APU for Desktops,AMD Radeon™ R7 Graphics,
A10-6700 with Radeon™ HD 8670D,,4,4,3.7,4.3,,192,4,,32,,,65,,71.3,DDR3,1866,2,,,844,No,Desktop,FM2,,AMD A-Series Processors,AMD A10-Series APU for Desktops,AMD Radeon™ HD 8670D,
A10-6700T with Radeon™ HD 8650D,,4,4,2.5,3.5,,192,4,,32,,,45,,71.3,DDR3,1866,2,,,720,No,Desktop,FM2,,AMD A-Series Processors,AMD A10-Series APU for Desktops,AMD Radeon™ HD 8650D,
A10-6790B with Radeon™ HD 8670D,,4,4,4,4.3,,192,4,,32,,,45,,74,DDR3,1866,2,,,844,No,Desktop,FM2,,AMD A-Series Processors,AMD Business Class - Quad-Core A10-Series APU for Desktops,AMD Radeon™ HD 8670D,
A10-6790K with Radeon™ HD 8670D,,4,4,4,4.3,,192,4,,32,,,100,,74,DDR3,1866,2,,,844,Yes,Desktop,FM2,,AMD A-Series Processors,AMD A10-Series APU for Desktops,AMD Radeon™ HD 8670D,
A10-6800B with Radeon™ HD 8670D,,4,4,4.1,4.4,,192,4,,32,,,45,,74,DDR3,2133,2,,,844,No,Desktop,FM2,,AMD A-Series Processors,AMD Business Class - Quad-Core A10-Series APU for Desktops,AMD Radeon™ HD 8670D,
A10-6800K with Radeon™ HD 8670D,,4,4,4.1,4.4,,192,4,,32,,,100,,74,DDR3,2133,2,,,844,Yes,Desktop,FM2,,AMD A-Series Processors,AMD A10-Series APU for Desktops,AMD Radeon™ HD 8670D,
A10-7300 with Radeon™ R6 Graphics,,4,4,1.9,3.2,,,4,,28,,,20,,,,,2,,6,553,No,Laptop,FP3,,AMD A-Series Processors,AMD A10-Series APU for Laptops,AMD Radeon™ R6 Graphics,
A10-7400P with Radeon™ R6 Graphics,,4,4,2.5,3.4,,,4,,28,,,35,,,DDR3L,1866,2,,6,654,No,Laptop,FP3,,AMD A-Series Processors,AMD A10-Series APU for Laptops,AMD Radeon™ R6 Graphics,
A10-7700K with Radeon™ R7 Series,,4,4,3.4,3.8,,256,4,,28,,,65,45-65,72.4,DDR3,2133,2,,6,720,Yes,Desktop,FM2+,,AMD A-Series Processors,AMD A10-Series APU for Desktops,AMD Radeon™ R7 Graphics,
A10-7800 with Radeon™ R7 Series,,4,4,3.5,3.9,,256,4,,28,,,65,45-65,71.3,DDR3,2133,2,,8,720,No,Desktop,FM2+,,AMD A-Series Processors,AMD A10-Series APU for Desktops,AMD Radeon™ R7 Graphics,
A10-7850K with Radeon™ R7 Series,,4,4,3.7,4,,256,4,,28,,,95,,72.4,DDR3,2133,2,,8,720,Yes,Desktop,FM2+,,AMD A-Series Processors,AMD A10-Series APU for Desktops,AMD Radeon™ R7 Graphics,
A10-7860K with Radeon™ R7 Graphics and Near Silent Thermal Solution,,4,4,3.6,4,,256,4,,28,,,65,45-65,71.3,DDR3,2133,2,,8,757,Yes,Desktop,FM2+,,AMD A-Series Processors,AMD A10-Series APU for Desktops,AMD Radeon™ R7 Graphics,Near Silent 95W
